日期维度,业务大类,业务,产品,城市,金额区间,交易笔数,交易金额
2025/2/26,惠居,省心租,快捷,南京,c 1000-5000,2,4736
2025/2/26,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,10,25672.4
2025/2/26,惠居,省心租,支付宝APP,南京,c 1000-5000,139,355007.97
2025/2/26,惠居,省心租,微信小程序,南京,d 5000-10000,97,721229.84
2025/2/26,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,16,115291.6
2025/2/26,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,8,61367.88
2025/2/26,惠居,省心租,聚分期,南京,d 5000-10000,1,9396
2025/2/26,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,7590
2025/2/26,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,7128
2025/2/26,惠居,省心租,支付宝APP,南京,d 5000-10000,96,713766.52
2025/2/26,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,9,105600
2025/2/26,惠居,省心租,支付宝APP,南京,e 10000-20000,25,306939.4
2025/2/26,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,31970.4
2025/2/26,惠居,省心租,微信小程序,南京,e 10000-20000,21,255740.2
2025/2/27,惠居,省心租,微信小程序,南京,a <500,2,485
2025/2/27,惠居,省心租,支付宝APP,南京,a <500,5,868
2025/2/27,惠居,省心租,微信小程序,南京,b 500-1000,7,5205
2025/2/27,惠居,省心租,支付宝花呗分期,南京,b 500-1000,1,935
2025/2/27,惠居,省心租,支付宝APP,南京,b 500-1000,16,9446.67
2025/2/27,惠居,省心租,快捷,南京,c 1000-5000,2,8100
2025/2/27,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,2,6764
2025/2/27,惠居,省心租,支付宝APP,南京,c 1000-5000,151,367637.7
2025/2/27,惠居,省心租,微信小程序,南京,c 1000-5000,210,517039.36
2025/2/27,惠居,省心租,云闪付小程序,南京,c 1000-5000,5,13334
2025/2/27,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,16,43207.4
2025/2/27,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,16,39875
2025/2/27,惠居,省心租,银联线上支付,南京,c 1000-5000,1,1400
2025/2/27,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,12895.2
2025/2/27,惠居,省心租,快捷,南京,d 5000-10000,2,13328
2025/2/27,惠居,省心租,支付宝APP,南京,d 5000-10000,105,791169.96
2025/2/27,惠居,省心租,云闪付小程序,南京,d 5000-10000,4,32970
2025/2/27,惠居,省心租,聚分期,南京,d 5000-10000,1,5905.2
2025/2/27,惠居,省心租,微信小程序,南京,d 5000-10000,101,777927.6
2025/2/27,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,20,151560.2
2025/2/27,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,13,94633.2
2025/2/27,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,12960
2025/2/27,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,2,34728
2025/2/27,惠居,省心租,微信小程序,南京,e 10000-20000,25,306316.74
2025/2/27,惠居,省心租,支付宝APP,南京,e 10000-20000,44,532069.92
2025/2/27,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,8,82567.2
2025/2/27,惠居,省心租,微信小程序,南京,f 20000-50000,1,24300
2025/2/27,惠居,省心租,支付宝APP,南京,f 20000-50000,1,23328
2025/2/28,惠居,省心租,支付宝APP,南京,a <500,4,842
2025/2/28,惠居,省心租,微信小程序,南京,a <500,2,404.4
2025/2/28,惠居,省心租,贝易转网银转账收款,南京,a <500,5,65.8
2025/2/28,惠居,省心租,微信小程序,南京,b 500-1000,18,11301.7
2025/2/28,惠居,省心租,支付宝APP,南京,b 500-1000,11,7131.33
2025/2/28,惠居,省心租,快捷,南京,c 1000-5000,3,5720
2025/2/28,惠居,省心租,支付宝APP,南京,c 1000-5000,184,474373.9
2025/2/28,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,13,32838
2025/2/28,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,5,15409
2025/2/28,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,7260
2025/2/28,惠居,省心租,微信小程序,南京,c 1000-5000,244,601491.39
2025/2/28,惠居,省心租,微信APP,南京,c 1000-5000,1,1673.33
2025/2/28,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,25,57954.04
2025/2/28,惠居,省心租,聚分期,南京,c 1000-5000,2,3685
2025/2/28,惠居,省心租,快捷,南京,d 5000-10000,2,17037.6
2025/2/28,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,27,194150.4
2025/2/28,惠居,省心租,微信小程序,南京,d 5000-10000,115,846834.55
2025/2/28,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,4,26601.6
2025/2/28,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,13,92139
2025/2/28,惠居,省心租,支付宝APP,南京,d 5000-10000,132,967756.81
2025/2/28,惠居,省心租,微信小程序,南京,e 10000-20000,26,313677
2025/2/28,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,5,60868
2025/2/28,惠居,省心租,支付宝APP,南京,e 10000-20000,36,438170.45
2025/2/28,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,4,49002.4
2025/3/1,惠居,省心租,贝易转网银转账收款,南京,a <500,2,84
2025/3/1,惠居,省心租,支付宝APP,南京,a <500,2,540
2025/3/1,惠居,省心租,微信小程序,南京,a <500,2,530
2025/3/1,惠居,省心租,支付宝APP,南京,b 500-1000,7,4141.33
2025/3/1,惠居,省心租,微信小程序,南京,b 500-1000,6,3754.15
2025/3/1,惠居,省心租,贝易转网银转账收款,南京,b 500-1000,1,719
2025/3/1,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,977.5
2025/3/1,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,4664
2025/3/1,惠居,省心租,支付宝APP,南京,c 1000-5000,155,405314.2
2025/3/1,惠居,省心租,快捷,南京,c 1000-5000,2,4775
2025/3/1,惠居,省心租,聚分期,南京,c 1000-5000,4,6160
2025/3/1,惠居,省心租,微信小程序,南京,c 1000-5000,224,527541.73
2025/3/1,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,8,22677
2025/3/1,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,10,26429.2
2025/3/1,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,5,11741.6
2025/3/1,惠居,省心租,支付宝APP,南京,d 5000-10000,80,583981.48
2025/3/1,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,16686
2025/3/1,惠居,省心租,微信小程序,南京,d 5000-10000,86,628109.1
2025/3/1,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,10,62353.85
2025/3/1,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,14517
2025/3/1,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,17,132158.4
2025/3/1,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,10692
2025/3/1,惠居,省心租,微信小程序,南京,e 10000-20000,22,263531.2
2025/3/1,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,6,80855
2025/3/1,惠居,省心租,支付宝APP,南京,e 10000-20000,28,324563.76
2025/3/1,惠居,省心租,微信小程序,南京,f 20000-50000,1,20412
2025/3/2,惠居,省心租,微信小程序,南京,a <500,2,140.44
2025/3/2,惠居,省心租,支付宝APP,南京,a <500,2,410
2025/3/2,惠居,省心租,贝易转网银转账收款,南京,a <500,2,10
2025/3/2,惠居,省心租,贝易转直联收款至银行,南京,a <500,1,452
2025/3/2,惠居,省心租,支付宝APP,南京,b 500-1000,4,2000
2025/3/2,惠居,省心租,微信小程序,南京,b 500-1000,3,2076
2025/3/2,惠居,省心租,云闪付小程序,南京,c 1000-5000,5,8120
2025/3/2,惠居,省心租,支付宝APP,南京,c 1000-5000,100,249513.2
2025/3/2,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,33034.8
2025/3/2,惠居,省心租,快捷,南京,c 1000-5000,4,7901
2025/3/2,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,5,11767
2025/3/2,惠居,省心租,微信小程序,南京,c 1000-5000,208,485384
2025/3/2,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,2,3990
2025/3/2,惠居,省心租,微信小程序,南京,d 5000-10000,73,544602.56
2025/3/2,惠居,省心租,云闪付小程序,南京,d 5000-10000,3,19317
2025/3/2,惠居,省心租,支付宝APP,南京,d 5000-10000,87,632521.6
2025/3/2,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,9,64920
2025/3/2,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,3,18681.6
2025/3/2,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,8,53543.2
2025/3/2,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,2,24608.4
2025/3/2,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,2,23490
2025/3/2,惠居,省心租,微信小程序,南京,e 10000-20000,22,272851.08
2025/3/2,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,11988
2025/3/2,惠居,省心租,支付宝APP,南京,e 10000-20000,21,255498
2025/3/3,惠居,省心租,贝易转网银转账收款,南京,a <500,5,245
2025/3/3,惠居,省心租,支付宝APP,南京,a <500,3,421.2
2025/3/3,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,600
2025/3/3,惠居,省心租,微信小程序,南京,b 500-1000,7,4049
2025/3/3,惠居,省心租,支付宝APP,南京,b 500-1000,2,1020
2025/3/3,惠居,省心租,微信小程序,南京,c 1000-5000,155,377348.28
2025/3/3,惠居,省心租,支付宝APP,南京,c 1000-5000,105,257409.96
2025/3/3,惠居,省心租,银联线上支付,南京,c 1000-5000,1,4000
2025/3/3,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,5,14838
2025/3/3,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,4212
2025/3/3,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,9,26409.2
2025/3/3,惠居,省心租,快捷,南京,c 1000-5000,1,3200
2025/3/3,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,15,108072.08
2025/3/3,惠居,省心租,聚分期,南京,d 5000-10000,1,7938
2025/3/3,惠居,省心租,微信小程序,南京,d 5000-10000,53,393469.76
2025/3/3,惠居,省心租,支付宝APP,南京,d 5000-10000,63,478745.45
2025/3/3,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,17,116260.8
2025/3/3,惠居,省心租,快捷,南京,d 5000-10000,2,15066
2025/3/3,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,7920
2025/3/3,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,7452
2025/3/3,惠居,省心租,快捷,南京,e 10000-20000,1,10122
2025/3/3,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,33705
2025/3/3,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,2,25070.4
2025/3/3,惠居,省心租,微信小程序,南京,e 10000-20000,15,178225.8
2025/3/3,惠居,省心租,支付宝APP,南京,e 10000-20000,25,291093.64
2025/3/3,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,10368
2025/3/3,惠居,省心租,支付宝APP,南京,f 20000-50000,1,20412
2025/3/4,惠居,省心租,微信小程序,南京,b 500-1000,2,1380
2025/3/4,惠居,省心租,支付宝APP,南京,b 500-1000,4,2600
2025/3/4,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,852.8
2025/3/4,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,12,28396
2025/3/4,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,3,9656
2025/3/4,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,4890
2025/3/4,惠居,省心租,微信小程序,南京,c 1000-5000,172,422276.83
2025/3/4,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,5,11162
2025/3/4,惠居,省心租,支付宝APP,南京,c 1000-5000,110,271570.48
2025/3/4,惠居,省心租,快捷,南京,c 1000-5000,3,9908.4
2025/3/4,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,4,33519.84
2025/3/4,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,13,92789.8
2025/3/4,惠居,省心租,微信小程序,南京,d 5000-10000,68,497303.86
2025/3/4,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,5508
2025/3/4,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,3,19008
2025/3/4,惠居,省心租,支付宝APP,南京,d 5000-10000,69,502036.54
2025/3/4,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,6,72543.6
2025/3/4,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,4,41428
2025/3/4,惠居,省心租,支付宝APP,南京,e 10000-20000,14,169572.8
2025/3/4,惠居,省心租,微信小程序,南京,e 10000-20000,16,190557.8
2025/3/4,惠居,省心租,支付宝APP,南京,f 20000-50000,1,24624
2025/3/5,惠居,省心租,贝易转网银转账收款,南京,a <500,2,10
2025/3/5,惠居,省心租,支付宝APP,南京,b 500-1000,1,990
2025/3/5,惠居,省心租,微信小程序,南京,b 500-1000,3,1762
2025/3/5,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,13,32987
2025/3/5,惠居,省心租,微信小程序,南京,c 1000-5000,146,347488.94
2025/3/5,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,1,3564
2025/3/5,惠居,省心租,支付宝APP,南京,c 1000-5000,113,276326.52
2025/3/5,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,3410
2025/3/5,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,31013
2025/3/5,惠居,省心租,快捷,南京,c 1000-5000,1,1800
2025/3/5,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,10,60184.8
2025/3/5,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,6,49671
2025/3/5,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,5184
2025/3/5,惠居,省心租,微信小程序,南京,d 5000-10000,51,386086.8
2025/3/5,惠居,省心租,支付宝APP,南京,d 5000-10000,67,499461.22
2025/3/5,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,38492.4
2025/3/5,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,32397.6
2025/3/5,惠居,省心租,支付宝APP,南京,e 10000-20000,16,189488.2
2025/3/5,惠居,省心租,微信小程序,南京,e 10000-20000,12,140493
2025/3/5,惠居,省心租,支付宝APP,南京,f 20000-50000,1,20088
2025/3/6,惠居,省心租,贝易转网银转账收款,南京,a <500,1,8
2025/3/6,惠居,省心租,支付宝APP,南京,a <500,1,177.34
2025/3/6,惠居,省心租,支付宝APP,南京,b 500-1000,5,3197
2025/3/6,惠居,省心租,微信小程序,南京,b 500-1000,2,1342
2025/3/6,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,950
2025/3/6,惠居,省心租,聚分期,南京,c 1000-5000,2,3180
2025/3/6,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,4,14708
2025/3/6,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,31558.4
2025/3/6,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,8,22990.4
2025/3/6,惠居,省心租,银联线上支付,南京,c 1000-5000,1,2200
2025/3/6,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,1396
2025/3/6,惠居,省心租,快捷,南京,c 1000-5000,3,4957
2025/3/6,惠居,省心租,微信小程序,南京,c 1000-5000,159,376501.05
2025/3/6,惠居,省心租,支付宝APP,南京,c 1000-5000,105,261788.35
2025/3/6,惠居,省心租,支付宝APP,南京,d 5000-10000,63,458270.5
2025/3/6,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,6,47322
2025/3/6,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,10368
2025/3/6,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,12,90777.84
2025/3/6,惠居,省心租,快捷,南京,d 5000-10000,1,6480
2025/3/6,惠居,省心租,微信小程序,南京,d 5000-10000,52,390111.6
2025/3/6,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,14580
2025/3/6,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,2,21146
2025/3/6,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,35128.8
2025/3/6,惠居,省心租,微信小程序,南京,e 10000-20000,16,190912
2025/3/6,惠居,省心租,支付宝APP,南京,e 10000-20000,16,193323.6
2025/3/6,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,40176
2025/3/7,惠居,省心租,微信小程序,南京,a <500,1,20
2025/3/7,惠居,省心租,贝易转网银转账收款,南京,a <500,1,3
2025/3/7,惠居,省心租,支付宝APP,南京,a <500,2,860
2025/3/7,惠居,省心租,支付宝APP,南京,b 500-1000,22,11760
2025/3/7,惠居,省心租,微信小程序,南京,b 500-1000,6,4225.2
2025/3/7,惠居,省心租,微信APP,南京,c 1000-5000,1,1400
2025/3/7,惠居,省心租,支付宝APP,南京,c 1000-5000,111,277164.1
2025/3/7,惠居,省心租,微信小程序,南京,c 1000-5000,143,332350
2025/3/7,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,1,3200
2025/3/7,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,6,20573
2025/3/7,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,7,18144
2025/3/7,惠居,省心租,云闪付小程序,南京,c 1000-5000,4,8752
2025/3/7,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,14,106006.32
2025/3/7,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,20,151567.2
2025/3/7,惠居,省心租,微信小程序,南京,d 5000-10000,58,424912.7
2025/3/7,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,14208
2025/3/7,惠居,省心租,支付宝APP,南京,d 5000-10000,86,631178.96
2025/3/7,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,11937.6
2025/3/7,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,5,63258
2025/3/7,惠居,省心租,支付宝APP,南京,e 10000-20000,21,252280.2
2025/3/7,惠居,省心租,微信小程序,南京,e 10000-20000,13,173546.4
2025/3/7,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,4,47150.4
2025/3/8,惠居,省心租,支付宝APP,南京,a <500,1,110
2025/3/8,惠居,省心租,贝易转网银转账收款,南京,a <500,3,8
2025/3/8,惠居,省心租,微信小程序,南京,a <500,2,556
2025/3/8,惠居,省心租,微信小程序,南京,b 500-1000,1,760
2025/3/8,惠居,省心租,支付宝APP,南京,b 500-1000,6,3146.75
2025/3/8,惠居,省心租,云闪付小程序,南京,b 500-1000,1,748
2025/3/8,惠居,省心租,微信小程序,南京,c 1000-5000,185,434736.7
2025/3/8,惠居,省心租,聚分期,南京,c 1000-5000,1,3564
2025/3/8,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,16,34758
2025/3/8,惠居,省心租,支付宝APP,南京,c 1000-5000,118,280679.24
2025/3/8,惠居,省心租,云闪付小程序,南京,c 1000-5000,10,22064
2025/3/8,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,6,15808
